,segment_id,segment_avg_logprob,segment_compression_ratio,segment_no_speech_prob,seek,start,end,temperature,text,tokens,nltk_opinion_lexicon_positive,nltk_opinion_lexicon_negative,nltk_opinion_lexicon_net,vader_neg,vader_neu,vader_pos,vader_compound,sentiment_iterate,sentiment_scores,sentiment_scores_number,openai_mean_sentiment,std_sentiment,nltk_opinion_lexicon_net_z,vader_neg_z,vader_neu_z,vader_pos_z,vader_compound_z,openai_mean_sentiment_z
0,0,-0.2784419059753418,1.6039999723434448,0.0758221372961998,0,0.0,1.6399999856948853,0.0, And what about the future president?,"[50364, 400, 437, 466, 264, 2027, 3868, 30, 50446]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'And what about the future president?', 'sentiment_score': 5}}, {'sentiment_analysis': {'text': 'And what about the future president?', 'sentiment_score': 6}}, {'text': 'And what about the future president?', 'sentiment_analysis': {'score': 7, 'sentiment': 'Positive'}}, {'sentiment_analysis': {'text': 'And what about the future president?', 'sentiment_score': 3}}, {'sentiment_analysis': {'text': 'And what about the future president?', 'sentiment_score': 7}}]","[5, 6, 7, 3, 7]","[5.0, 6.0, 7.0, 3.0, 7.0]",0.5599999999999999,0.14966629547095764,-0.21045680264707026,-0.35589195452556066,0.7675681908974367,-0.6065763654071568,-0.2896666747040524,0.05231553424810067
1,1,-0.2784419059753418,1.6039999723434448,0.0758221372961998,0,1.6399999856948853,5.840000152587891,0.0," Well, you can have any attitude toward him, you know,","[50446, 1042, 11, 291, 393, 362, 604, 10157, 7361, 796, 11, 291, 458, 11, 50656]",0.0,0.0,0.0,0.0,0.811,0.189,0.2732,"[{'sentiment_analysis': {'text': 'Well, you can have any attitude toward him, you know,', 'sentiment_score': 5}}, {'text': 'Well, you can have any attitude toward him, you know,', 'sentiment_analysis': {'score': 7.5, 'sentiment': 'Neutral'}}, {'text': 'Well, you can have any attitude toward him, you know,', 'sentiment_analysis': {'score': 5, 'sentiment': 'Neutral'}}, {'sentiment_analysis': {'text': 'Well, you can have any attitude toward him, you know,', 'sentiment_score': 3.8, 'sentiment_label': 'Neutral'}}, {'text': 'Well, you can have any attitude toward him, you know.', 'sentiment_analysis': {'overall_score': 6, 'sentences': [{'text': 'Well, you can have any attitude toward him, you know.', 'sentiment_score': 6}]}}]","[5, 7.5, 5, 3.8, None]","[5.0, 7.5, 5.0, 3.8]",0.5325,0.1347915056670857,-0.21045680264707026,-0.35589195452556066,-0.0650983045479707,0.34322906493176086,0.6026098311022612,-0.07039786085326978
2,2,-0.2784419059753418,1.6039999723434448,0.0758221372961998,0,5.840000152587891,8.4399995803833,0.0," because during his first iteration as president,","[50656, 570, 1830, 702, 700, 24784, 382, 3868, 11, 50786]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'because during his first iteration as president', 'sentiment_score': 6.5}}, {'sentiment_analysis': {'text': 'because during his first iteration as president', 'sentiment_score': 5}}, {'sentiment_analysis': {'text': 'because during his first iteration as president', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'because during his first iteration as president', 'sentiment_score': 6}}, {'text': 'because during his first iteration as president', 'sentiment': {'score': 7, 'type': 'Positive'}}]","[6.5, 5, 7, 6, 7]","[6.5, 5.0, 7.0, 6.0, 7.0]",0.63,0.07483314773547882,-0.21045680264707026,-0.35589195452556066,0.7675681908974367,-0.6065763654071568,-0.2896666747040524,0.36467690359704424
3,3,-0.2784419059753418,1.6039999723434448,0.0758221372961998,0,8.4399995803833,11.319999694824219,0.0," he was dubbed as mostly a businessman,","[50786, 415, 390, 43686, 382, 5240, 257, 35317, 11, 50930]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'text': 'he was dubbed as mostly a businessman', 'sentiment': {'polarity': 'neutral', 'polarity_confidence': 0.85}}, {'sentiment_analysis': {'text': 'he was dubbed as mostly a businessman', 'sentiment_score': 5.6, 'sentiment_category': 'Neutral'}}, {'sentiment_analysis': {'text': 'he was dubbed as mostly a businessman', 'sentiment_score': 3}}, {'text': 'he was dubbed as mostly a businessman', 'sentiment': {'overall_score': 7.5, 'positive_score': 8, 'negative_score': 1, 'neutral_score': 1.5}}, {'sentiment_analysis': {'text': 'he was dubbed as mostly a businessman', 'sentiment_score': 5.8, 'sentiment_label': 'Neutral'}}]","[None, 5.6, 3, 7.5, 5.8]","[5.6, 3.0, 7.5, 5.8]",0.5475000000000001,0.16083765106466832,-0.21045680264707026,-0.35589195452556066,0.7675681908974367,-0.6065763654071568,-0.2896666747040524,-0.0034632817070670823
4,4,-0.2784419059753418,1.6039999723434448,0.0758221372961998,0,11.319999694824219,14.020000457763672,0.0, that he is not very well-versed in politics.,"[50930, 300, 415, 307, 406, 588, 731, 12, 840, 292, 294, 7341, 13, 51065]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'that he is not very well-versed in politics', 'sentiment_score': 2}}, {'sentiment_analysis': {'text': 'that he is not very well-versed in politics', 'sentiment_score': 3}}, {'sentiment_analysis': {'text': 'that he is not very well-versed in politics.', 'sentiment_score': 3.5, 'sentiment': 'Negative'}}, {'text': 'that he is not very well-versed in politics.', 'sentiment_score': 2}, {'sentiment_analysis': {'text': 'that he is not very well-versed in politics', 'sentiment_score': 3}}]","[2, 3, 3.5, 2, 3]","[2.0, 3.0, 3.5, 2.0, 3.0]",0.27,0.06,-0.21045680264707026,-0.35589195452556066,0.7675681908974367,-0.6065763654071568,-0.2896666747040524,-1.241752995911807
5,5,-0.2784419059753418,1.6039999723434448,0.0758221372961998,0,14.020000457763672,15.819999694824219,0.0, He can make a lot of mistakes.,"[51065, 634, 393, 652, 257, 688, 295, 8038, 13, 51155]",0.0,0.0,0.0,0.333,0.667,0.0,-0.3612,"[{'sentiment_analysis': {'text': 'He can make a lot of mistakes.', 'sentiment_score': 2}}, {'text': 'He can make a lot of mistakes.', 'sentiment': {'overall_sentiment': 'negative', 'score': 2}}, {'text': 'He can make a lot of mistakes.', 'sentiment_score': 3.5, 'sentiment': 'Negative'}, {'text': 'He can make a lot of mistakes.', 'sentiment': {'overall_score': 1, 'positive_score': 2, 'negative_score': 8, 'neutral_score': 0}}, {'text': 'He can make a lot of mistakes.', 'sentiment': {'score': 2, 'magnitude': 0.8}}]","[2, 2, 3.5, 1.0, 2]","[2.0, 2.0, 3.5, 1.0, 2.0]",0.21000000000000002,0.08,-0.21045680264707026,1.8583594111799004,-0.6995108725063767,-0.6065763654071568,-1.4693528895548593,-1.5094913124966156
6,6,-0.2784419059753418,1.6039999723434448,0.0758221372961998,0,15.819999694824219,20.020000457763672,0.0," But from the outset, I can tell you that his behavior","[51155, 583, 490, 264, 44618, 11, 286, 393, 980, 291, 300, 702, 5223, 51365]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'But from the outset, I can tell you that his behavior', 'sentiment_score': 3.5, 'sentiment_label': 'Neutral'}}, {'sentiment_analysis': {'text': 'But from the outset, I can tell you that his behavior', 'sentiment_score': 3}}, {'sentiment_analysis': {'text': 'But from the outset, I can tell you that his behavior', 'sentiment_score': 7}}, {'sentiment_analysis': {'text': 'But from the outset, I can tell you that his behavior', 'sentiment_score': 3.5, 'sentiment_label': 'Neutral'}}, {'text': 'But from the outset, I can tell you that his behavior', 'sentiment_score': 6}]","[3.5, 3, 7, 3.5, 6]","[3.5, 3.0, 7.0, 3.5, 6.0]",0.45999999999999996,0.15937377450509227,-0.21045680264707026,-0.35589195452556066,0.7675681908974367,-0.6065763654071568,-0.2896666747040524,-0.3939149933932468
7,7,-0.2784419059753418,1.6039999723434448,0.0758221372961998,0,20.020000457763672,23.100000381469727,0.0," when there was an attempt on his life, you know,","[51365, 562, 456, 390, 364, 5217, 322, 702, 993, 11, 291, 458, 11, 51519]",0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[{'sentiment_analysis': {'text': 'when there was an attempt on his life, you know', 'sentiment_score': 3}}, {'sentiment_analysis': {'text': 'when there was an attempt on his life, you know,', 'sentiment_score': 3}}, {'sentiment_analysis': {'text': 'when there was an attempt on his life, you know', 'sentiment_score': 2}}, {'sentiment_analysis': {'text': 'When there was an attempt on his life, you know,', 'sentiment_score': 4}}, {'sentiment_analysis': {'text': 'when there was an attempt on his life, you know', 'sentiment_score': 3}}]","[3, 3, 2, 4, 3]","[3.0, 3.0, 2.0, 4.0, 3.0]",0.3,0.06324555320336758,-0.21045680264707026,-0.35589195452556066,0.7675681908974367,-0.6065763654071568,-0.2896666747040524,-1.107883837619403
8,8,-0.2784419059753418,1.6039999723434448,0.0758221372961998,0,23.100000381469727,25.100000381469727,0.0, I was impressed.,"[51519, 286, 390, 11679, 13, 51619]",0.0,0.0,0.0,0.0,0.244,0.756,0.4767,"[{'text': 'I was impressed.', 'sentiment_score': 9}, {'text': 'I was impressed.', 'sentiment': {'overall_score': 9.5, 'positive': 0.95, 'negative': 0.05}}, {'text': 'I was impressed.', 'sentiment': {'overall_score': 8, 'positive': 8, 'negative': 0, 'neutral': 2}}, {'text': 'I was impressed.', 'sentiment_score': 8}, {'text': 'I was impressed.', 'sentiment_score': 9}]","[9, 0.95, 8, 8, 9]","[9.0, 0.95, 8.0, 8.0, 9.0]",0.6990000000000001,0.3052933015970052,-0.21045680264707026,-0.35589195452556066,-2.563097790884194,3.192645355948514,1.267244783267652,0.6725759676695744
9,9,-0.2784419059753418,1.6039999723434448,0.0758221372961998,0,25.100000381469727,27.100000381469727,0.0, He is a courageous person.,"[51619, 634, 307, 257, 33233, 954, 13, 51719]",0.2,0.0,0.2,0.0,0.469,0.531,0.5267,"[{'text': 'He is a courageous person.', 'sentiment_score': 9}, {'text': 'He is a courageous person.', 'sentiment_analysis': {'overall_sentiment': 9}}, {'text': 'He is a courageous person.', 'sentiment_score': 8}, {'text': 'He is a courageous person.', 'sentiment': {'score': 9}}, {'text': 'He is a courageous person.', 'sentiment_score': 8}]","[9, 9, 8, 9, 8]","[9.0, 9.0, 8.0, 9.0, 8.0]",0.86,0.04898979485566356,2.6865843487629864,-0.35589195452556066,-1.571828153449185,2.0619246055450406,1.4305457543156594,1.3910071171721436
